ko	gene
ko00250	CP1g103
ko00220	CP7g6772
ko00710	CP7g6772
ko00250	CP7g6772
ko00220	CP3g2761
ko00710	CP3g2761
ko00250	CP3g2761
ko00950	CP1g586
ko00960	CP1g586
ko00270	CP1g586
ko00350	CP1g586
ko00360	CP1g586
ko00401	CP1g586
ko00130	CP1g586
ko00400	CP1g586
ko05204	CP15g9734
ko00380	CP15g9734
ko00450	CP15g9734
ko00270	CP15g9734
ko00360	CP1g1043
ko00401	CP1g1043
ko00960	CP1g1043
ko00400	CP1g1043
ko00340	CP1g1043
ko00350	CP1g1043
ko00220	CP1g555
ko00220	CP9g7737
ko00220	CP9g7738
ko00220	CP1g557
ko00330	CP2g2333
ko00520	CP6g5521
ko05415	CP6g5521
ko00250	CP6g5521
ko04931	CP6g5521
ko00520	CP12g8861
ko05415	CP12g8861
ko00250	CP12g8861
ko04931	CP12g8861
ko00650	CP1g559
ko00250	CP1g559
ko00410	CP1g559
ko00640	CP1g559
ko00380	CP6g5466
ko00310	CP6g5466
ko00300	CP6g5466
ko00380	CP2g2206
ko00310	CP2g2206
ko00300	CP2g2206
ko00270	CP7g7018
ko00966	CP7g7018
ko00290	CP7g7018
ko00280	CP7g7018
ko00770	CP7g7018
ko00270	CP1g92
ko00966	CP1g92
ko00290	CP1g92
ko00280	CP1g92
ko00770	CP1g92
ko00270	CP9g7592
ko00250	CP9g7592
ko00280	CP9g7592
ko00260	CP9g7592
ko00630	CP3g2762
ko04146	CP3g2762
ko00250	CP3g2762
ko00680	CP3g2762
ko00260	CP3g2762
ko00630	CP3g2747
ko04146	CP3g2747
ko00250	CP3g2747
ko00680	CP3g2747
ko00260	CP3g2747
ko00270	CP5g5383
ko00750	CP5g5383
ko00260	CP5g5383
ko00680	CP5g5383
ko00380	CP2g1855
ko00270	CP2g1855
ko04066	CP4g4030
ko00521	CP4g4030
ko00052	CP4g4030
ko05131	CP4g4030
ko04910	CP4g4030
ko00010	CP4g4030
ko00520	CP4g4030
ko05230	CP4g4030
ko00500	CP4g4030
ko04973	CP4g4030
ko00524	CP4g4030
ko00051	CP4g4030
ko04930	CP4g4030
ko00521	CP19g10186
ko00524	CP19g10186
ko00052	CP19g10186
ko00010	CP19g10186
ko00520	CP19g10186
ko00500	CP19g10186
ko00521	CP1g843
ko00524	CP1g843
ko00052	CP1g843
ko00010	CP1g843
ko00520	CP1g843
ko00500	CP1g843
ko00500	CP6g5578
ko00051	CP6g5578
ko00520	CP6g5578
ko00500	CP10g8323
ko00051	CP10g8323
ko00520	CP10g8323
ko00520	CP10g8457
ko00052	CP10g8457
ko03018	CP1g1435
ko00051	CP1g1435
ko04919	CP1g1435
ko04152	CP1g1435
ko00680	CP1g1435
ko05230	CP1g1435
ko00010	CP1g1435
ko04922	CP1g1435
ko00030	CP1g1435
ko04066	CP1g1435
ko00052	CP1g1435
ko03018	CP1g878
ko00051	CP1g878
ko04919	CP1g878
ko04152	CP1g878
ko00680	CP1g878
ko05230	CP1g878
ko00010	CP1g878
ko04922	CP1g878
ko00030	CP1g878
ko04066	CP1g878
ko00052	CP1g878
ko03018	CP1g879
ko00051	CP1g879
ko04919	CP1g879
ko04152	CP1g879
ko00680	CP1g879
ko05230	CP1g879
ko00010	CP1g879
ko04922	CP1g879
ko00030	CP1g879
ko04066	CP1g879
ko00052	CP1g879
ko03018	CP3g3144
ko00051	CP3g3144
ko04919	CP3g3144
ko04152	CP3g3144
ko00680	CP3g3144
ko05230	CP3g3144
ko00010	CP3g3144
ko04922	CP3g3144
ko00030	CP3g3144
ko04066	CP3g3144
ko00052	CP3g3144
ko03018	CP3g2827
ko00051	CP3g2827
ko04919	CP3g2827
ko04152	CP3g2827
ko00680	CP3g2827
ko05230	CP3g2827
ko00010	CP3g2827
ko04922	CP3g2827
ko00030	CP3g2827
ko04066	CP3g2827
ko00052	CP3g2827
ko03018	CP4g3629
ko00051	CP4g3629
ko04919	CP4g3629
ko04152	CP4g3629
ko00680	CP4g3629
ko05230	CP4g3629
ko00010	CP4g3629
ko04922	CP4g3629
ko00030	CP4g3629
ko04066	CP4g3629
ko00052	CP4g3629
ko00030	CP7g7151
ko00030	CP9g7526
ko00030	CP16g10061
ko00040	CP6g5586
ko00710	CP6g5607
ko00230	CP4g4152
ko00230	CP11g8098
ko00230	CP4g4132
ko00230	CP3g3374
ko00983	CP6g5977
ko00240	CP6g5977
ko00760	CP4g3761
ko00760	CP12g8874
ko00760	CP3g3130
ko00760	CP7g6833
ko00770	CP3g3169
ko00770	CP1g360
ko00230	CP13g9329
ko00920	CP13g9329
ko00230	CP12g8821
ko00920	CP12g8821
ko00740	CP3g3501
ko00561	CP9g7418
ko00680	CP9g7418
ko00051	CP9g7418
ko04622	CP9g7418
ko03320	CP1g612
ko04626	CP1g612
ko00561	CP1g612
ko00750	CP11g7834
ko00750	CP11g7833
ko00260	CP11g7878
ko05230	CP2g1874
ko04922	CP2g1874
ko00620	CP2g1874
ko05165	CP2g1874
ko00230	CP2g1874
ko04930	CP2g1874
ko05203	CP2g1874
ko00010	CP2g1874
ko05230	CP3g3321
ko04922	CP3g3321
ko00620	CP3g3321
ko05165	CP3g3321
ko00230	CP3g3321
ko04930	CP3g3321
ko05203	CP3g3321
ko00010	CP3g3321
ko05230	CP8g6220
ko04922	CP8g6220
ko00620	CP8g6220
ko05165	CP8g6220
ko00230	CP8g6220
ko04930	CP8g6220
ko05203	CP8g6220
ko00010	CP8g6220
ko05230	CP1g693
ko04922	CP1g693
ko00620	CP1g693
ko05165	CP1g693
ko00230	CP1g693
ko04930	CP1g693
ko05203	CP1g693
ko00010	CP1g693
ko05230	CP3g3075
ko04922	CP3g3075
ko00620	CP3g3075
ko05165	CP3g3075
ko00230	CP3g3075
ko04930	CP3g3075
ko05203	CP3g3075
ko00010	CP3g3075
ko05230	CP3g3431
ko04922	CP3g3431
ko00620	CP3g3431
ko05165	CP3g3431
ko00230	CP3g3431
ko04930	CP3g3431
ko05203	CP3g3431
ko00010	CP3g3431
ko05230	CP7g6836
ko04922	CP7g6836
ko00620	CP7g6836
ko05165	CP7g6836
ko00230	CP7g6836
ko04930	CP7g6836
ko05203	CP7g6836
ko00010	CP7g6836
ko05230	CP10g8398
ko04922	CP10g8398
ko00620	CP10g8398
ko05165	CP10g8398
ko00230	CP10g8398
ko04930	CP10g8398
ko05203	CP10g8398
ko00010	CP10g8398
ko05230	CP7g6969
ko04922	CP7g6969
ko00620	CP7g6969
ko05165	CP7g6969
ko00230	CP7g6969
ko04930	CP7g6969
ko05203	CP7g6969
ko00010	CP7g6969
ko00240	CP1g1423
ko00983	CP1g1423
ko00240	CP1g187
ko00983	CP1g187
ko00730	CP5g5087
ko04011	CP9g7496
ko00562	CP9g7496
ko04070	CP9g7496
ko04011	CP3g2574
ko00562	CP3g2574
ko04070	CP3g2574
ko05135	CP2g1542
ko04810	CP2g1542
ko04139	CP2g1542
ko05231	CP2g1542
ko04072	CP2g1542
ko04666	CP2g1542
ko04144	CP2g1542
ko00562	CP2g1542
ko04070	CP2g1542
ko04011	CP2g1542
ko04510	CP2g1542
ko05135	CP6g5992
ko04810	CP6g5992
ko04139	CP6g5992
ko05231	CP6g5992
ko04072	CP6g5992
ko04666	CP6g5992
ko04144	CP6g5992
ko00562	CP6g5992
ko04070	CP6g5992
ko04011	CP6g5992
ko04510	CP6g5992
ko05135	CP2g1541
ko04810	CP2g1541
ko04139	CP2g1541
ko05231	CP2g1541
ko04072	CP2g1541
ko04666	CP2g1541
ko04144	CP2g1541
ko00562	CP2g1541
ko04070	CP2g1541
ko04011	CP2g1541
ko04510	CP2g1541
ko05135	CP6g5810
ko04810	CP6g5810
ko04139	CP6g5810
ko05231	CP6g5810
ko04072	CP6g5810
ko04666	CP6g5810
ko04144	CP6g5810
ko00562	CP6g5810
ko04070	CP6g5810
ko04011	CP6g5810
ko04510	CP6g5810
ko05135	CP5g5035
ko04810	CP5g5035
ko04139	CP5g5035
ko05231	CP5g5035
ko04072	CP5g5035
ko04666	CP5g5035
ko04144	CP5g5035
ko00562	CP5g5035
ko04070	CP5g5035
ko04011	CP5g5035
ko04510	CP5g5035
ko05135	CP10g8476
ko04810	CP10g8476
ko04139	CP10g8476
ko05231	CP10g8476
ko04072	CP10g8476
ko04666	CP10g8476
ko04144	CP10g8476
ko00562	CP10g8476
ko04070	CP10g8476
ko04011	CP10g8476
ko04510	CP10g8476
ko00400	CP8g6246
ko00230	CP5g4665
ko00240	CP5g4665
ko00564	CP9g7466
ko00030	CP3g2995
ko00010	CP3g2995
ko00051	CP3g2995
ko00030	CP1g742
ko00010	CP1g742
ko00051	CP1g742
ko05415	CP5g4661
ko00270	CP3g3065
ko05231	CP3g3238
ko04070	CP3g3238
ko00564	CP3g3238
ko04072	CP3g3238
ko00561	CP3g3238
ko04361	CP3g3238
ko05231	CP4g3834
ko04070	CP4g3834
ko00564	CP4g3834
ko04072	CP4g3834
ko00561	CP4g3834
ko04361	CP4g3834
ko00510	CP14g9642
ko00510	CP14g9641
ko00562	CP7g6716
ko04070	CP7g6716
ko00562	CP7g6715
ko04070	CP7g6715
ko05152	CP4g4141
ko04136	CP4g4141
ko05010	CP4g4141
ko04140	CP4g4141
ko00562	CP4g4141
ko05022	CP4g4141
ko05014	CP4g4141
ko05132	CP4g4141
ko04138	CP4g4141
ko05167	CP4g4141
ko04371	CP4g4141
ko05016	CP4g4141
ko04145	CP4g4141
ko05131	CP4g4141
ko05017	CP4g4141
ko04070	CP4g4141
ko04138	CP3g3358
ko00562	CP3g3358
ko04070	CP3g3358
ko00900	CP3g3553
ko04145	CP1g421
ko04070	CP1g421
ko04810	CP1g421
ko00562	CP1g421
ko00430	CP3g3572
ko00680	CP3g3572
ko00640	CP3g3572
ko00720	CP3g3572
ko00620	CP3g3572
ko00430	CP2g2539
ko00680	CP2g2539
ko00640	CP2g2539
ko00720	CP2g2539
ko00620	CP2g2539
ko00710	CP1g636
ko04066	CP1g636
ko00010	CP1g636
ko00710	CP5g5070
ko04066	CP5g5070
ko00010	CP5g5070
ko00710	CP1g646
ko04066	CP1g646
ko00010	CP1g646
ko00261	CP14g9571
ko00270	CP14g9571
ko00260	CP14g9571
ko00300	CP14g9571
ko00220	CP3g3175
ko00330	CP14g9503
ko00332	CP14g9503
ko00330	CP14g9505
ko00332	CP14g9505
ko00330	CP10g8516
ko00332	CP10g8516
ko00230	CP5g5302
ko00730	CP5g5302
ko00230	CP4g4264
ko00730	CP4g4264
ko00230	CP1g251
ko00730	CP1g251
ko00230	CP9g7459
ko00730	CP9g7459
ko00230	CP4g4006
ko00730	CP4g4006
ko00230	CP12g8830
ko00730	CP12g8830
ko00230	CP5g5221
ko00730	CP5g5221
ko00240	CP5g5388
ko00983	CP5g5388
ko00230	CP5g5388
ko04016	CP5g5388
ko00240	CP14g9456
ko00983	CP14g9456
ko00230	CP14g9456
ko04016	CP14g9456
ko00230	CP9g7647
ko00240	CP8g6265
ko00240	CP11g7996
ko00240	CP11g7997
ko00030	CP1g1086
ko00230	CP1g1086
ko00730	CP3g3297
ko00230	CP7g6929
ko00230	CP12g8734
ko00230	CP3g2929
ko00230	CP12g8735
ko00740	CP3g3348
ko00740	CP4g4268
ko00230	CP7g6996
ko00450	CP7g6996
ko00920	CP7g6996
ko00261	CP7g6996
ko00230	CP1g1433
ko00450	CP1g1433
ko00920	CP1g1433
ko00261	CP1g1433
ko03018	CP5g4979
ko03018	CP4g4106
ko00541	CP11g7789
ko00052	CP11g7789
ko00500	CP11g7789
ko00040	CP11g7789
ko00520	CP11g7789
ko00051	CP4g3767
ko00520	CP4g3767
ko00564	CP6g6075
ko00440	CP6g6075
ko00564	CP6g6076
ko00440	CP6g6076
ko00564	CP6g6078
ko00440	CP6g6078
ko00564	CP5g5046
ko00440	CP5g5046
ko05231	CP5g5046
ko00520	CP14g9507
ko03013	CP6g5783
ko03013	CP3g3466
ko02026	CP3g2966
ko00500	CP3g2966
ko00520	CP3g2966
ko02026	CP1g869
ko00500	CP1g869
ko00520	CP1g869
ko02026	CP5g4893
ko00500	CP5g4893
ko00520	CP5g4893
ko02026	CP11g8068
ko00500	CP11g8068
ko00520	CP11g8068
ko00540	CP7g7103
ko00564	CP7g6707
ko04070	CP7g6707
ko00564	CP10g8626
ko04070	CP10g8626
ko00920	CP7g6719
ko00230	CP7g6719
ko00920	CP1g1471
ko00230	CP1g1471
ko00920	CP1g1470
ko00230	CP1g1470
ko00900	CP2g2536
ko00564	CP6g5566
ko00565	CP6g5566
ko00440	CP6g5566
ko00564	CP2g2406
ko00564	CP10g8336
ko00562	CP4g3604
ko00564	CP4g3604
ko04070	CP4g3604
ko00510	CP7g7068
ko00720	CP4g3959
ko00710	CP4g3959
ko00010	CP4g3959
ko00620	CP4g3959
ko00720	CP8g6211
ko00710	CP8g6211
ko00010	CP8g6211
ko00620	CP8g6211
ko00920	CP10g8460
ko00270	CP10g8460
ko04122	CP10g8460
ko00780	CP8g6446
ko00780	CP2g1612
ko05204	CP15g9900
ko00072	CP5g5038
ko00280	CP5g5038
ko00650	CP5g5038
ko02020	CP15g9727
ko00040	CP15g9727
ko04142	CP11g8032
ko00100	CP11g8032
ko04979	CP11g8032
ko04142	CP4g4490
ko00100	CP4g4490
ko04979	CP4g4490
ko04142	CP9g7652
ko00100	CP9g7652
ko04979	CP9g7652
ko00053	CP12g8911
ko00030	CP12g8911
ko00930	CP12g8911
ko04714	CP6g6058
ko04923	CP6g6058
ko00561	CP6g6058
ko04723	CP6g6058
ko04714	CP10g8650
ko04923	CP10g8650
ko00561	CP10g8650
ko04723	CP10g8650
ko04714	CP5g5130
ko04923	CP5g5130
ko00561	CP5g5130
ko04723	CP5g5130
ko04714	CP5g4572
ko04923	CP5g4572
ko00561	CP5g4572
ko04723	CP5g4572
ko00030	CP3g3458
ko00030	CP3g3456
ko00361	CP14g9349
ko00364	CP14g9349
ko00623	CP14g9349
ko00565	CP7g7078
ko00620	CP4g4439
ko00620	CP3g3298
ko00680	CP1g1390
ko00061	CP9g7549
ko00061	CP12g8705
ko00061	CP9g7548
ko04142	CP11g7960
ko00062	CP11g7960
ko00260	CP13g9126
ko00680	CP13g9126
ko00600	CP2g2192
ko00561	CP2g2192
ko00564	CP2g2192
ko00565	CP2g2192
ko05231	CP2g2192
ko04072	CP2g2192
ko04666	CP2g2192
ko04975	CP2g2192
ko00760	CP3g3306
ko00230	CP3g3306
ko00240	CP3g3306
ko00760	CP6g5414
ko00230	CP6g5414
ko00240	CP6g5414
ko00760	CP11g7893
ko00230	CP11g7893
ko00240	CP11g7893
ko00760	CP1g216
ko00230	CP1g216
ko00240	CP1g216
ko00920	CP4g3976
ko00920	CP9g7257
ko00500	CP12g8859
ko04070	CP3g3327
ko00562	CP3g3327
ko00521	CP3g3327
ko04070	CP1g761
ko00562	CP1g761
ko00521	CP1g761
ko00564	CP4g3917
ko00520	CP2g1592
ko00710	CP4g3599
ko00710	CP13g9082
ko04152	CP8g6468
ko00051	CP8g6468
ko04066	CP8g6468
ko04152	CP8g6474
ko00051	CP8g6474
ko04066	CP8g6474
ko04152	CP8g6469
ko00051	CP8g6469
ko04066	CP8g6469
ko02020	CP3g3554
ko02020	CP14g9408
ko02020	CP4g3833
ko00790	CP4g3833
ko02020	CP1g165
ko00790	CP1g165
ko03410	CP11g8161
ko03018	CP12g8972
ko03018	CP8g6472
ko03008	CP13g9217
ko03013	CP13g9217
ko04210	CP1g1004
ko00500	CP15g9930
ko04970	CP15g9930
ko04973	CP15g9930
ko04972	CP15g9930
ko00500	CP2g1950
ko04970	CP2g1950
ko04973	CP2g1950
ko04972	CP2g1950
ko00500	CP2g1952
ko04970	CP2g1952
ko04973	CP2g1952
ko04972	CP2g1952
ko00500	CP3g3264
ko04970	CP3g3264
ko04973	CP3g3264
ko04972	CP3g3264
ko00500	CP4g3695
ko04970	CP4g3695
ko04973	CP4g3695
ko04972	CP4g3695
ko00500	CP7g7011
ko00500	CP1g1104
ko00500	CP4g4170
ko00500	CP7g7005
ko00500	CP14g9670
ko02020	CP14g9670
ko00500	CP14g9671
ko02020	CP14g9671
ko00500	CP1g1455
ko02020	CP1g1455
ko00500	CP7g6953
ko02020	CP7g6953
ko00500	CP1g1018
ko02020	CP1g1018
ko00500	CP1g1364
ko02020	CP1g1364
ko00500	CP1g1346
ko02020	CP1g1346
ko00500	CP5g5374
ko02020	CP5g5374
ko00520	CP4g3587
ko00520	CP12g8915
ko00520	CP4g4119
ko00520	CP6g5940
ko00520	CP4g3825
ko00460	CP3g3415
ko00940	CP3g3415
ko00500	CP3g3415
ko00511	CP4g3612
ko00052	CP4g3612
ko00600	CP4g3612
ko00511	CP4g3593
ko00052	CP4g3593
ko00600	CP4g3593
ko00511	CP5g4872
ko00511	CP13g9265
ko04142	CP13g9265
ko00511	CP13g9267
ko04142	CP13g9267
ko00511	CP13g9264
ko04142	CP13g9264
ko00052	CP9g7725
ko00500	CP9g7725
ko00052	CP9g7724
ko00500	CP9g7724
ko00052	CP1g903
ko00500	CP1g903
ko00500	CP13g9027
ko04142	CP8g6427
ko00531	CP8g6427
ko00520	CP1g68
ko00520	CP14g9416
ko00500	CP5g5188
ko00500	CP12g8989
ko00500	CP14g9517
ko00500	CP21g10190
ko00511	CP5g4860
ko04141	CP8g6266
ko00510	CP8g6266
ko04141	CP6g5435
ko00510	CP6g5435
ko00513	CP6g5435
ko04141	CP3g2658
ko00510	CP3g2658
ko00513	CP3g2658
ko00230	CP7g7064
ko00760	CP7g7064
ko00240	CP10g8391
ko00760	CP10g8391
ko00240	CP6g6111
ko00760	CP6g6111
ko00270	CP6g5748
ko03410	CP6g5709
ko03410	CP1g1338
ko00270	CP8g6287
ko00270	CP1g796
ko00590	CP11g7824
ko00590	CP4g3879
ko00480	CP1g613
ko00480	CP13g9235
ko00480	CP4g3585
ko04974	CP4g3878
ko04614	CP4g3878
ko00790	CP3g3498
ko01523	CP3g3498
ko00790	CP8g6669
ko01523	CP8g6669
ko04614	CP21g10198
ko04614	CP14g9525
ko04138	CP12g8884
ko04138	CP12g8883
ko04138	CP9g7635
ko04112	CP4g4388
ko05143	CP5g4880
ko05142	CP5g4880
ko05143	CP11g7848
ko05142	CP11g7848
ko04212	CP9g7351
ko04112	CP9g7351
ko04212	CP11g7755
ko04112	CP11g7755
ko04212	CP12g8789
ko04112	CP12g8789
ko04212	CP8g6394
ko04112	CP8g6394
ko04212	CP11g8074
ko04112	CP11g8074
ko04212	CP13g9233
ko04112	CP13g9233
ko04212	CP12g8987
ko04112	CP12g8987
ko04212	CP16g10088
ko04112	CP16g10088
ko05205	CP2g1986
ko05418	CP2g1986
ko04140	CP2g1986
ko04145	CP2g1986
ko04210	CP2g1986
ko05323	CP2g1986
ko04612	CP2g1986
ko04142	CP2g1986
ko05205	CP4g3772
ko05418	CP4g3772
ko04140	CP4g3772
ko04145	CP4g3772
ko04210	CP4g3772
ko05323	CP4g3772
ko04612	CP4g3772
ko04142	CP4g3772
ko05205	CP2g2033
ko05418	CP2g2033
ko04140	CP2g2033
ko04145	CP2g2033
ko04210	CP2g2033
ko05323	CP2g2033
ko04612	CP2g2033
ko04142	CP2g2033
ko04142	CP1g1464
ko04612	CP1g1464
ko04142	CP1g1491
ko04612	CP1g1491
ko04142	CP23g10224
ko04612	CP23g10224
ko04614	CP15g9772
ko05143	CP15g9772
ko04614	CP14g9526
ko05143	CP14g9526
ko05010	CP6g5453
ko00250	CP10g8556
ko00460	CP10g8556
ko00627	CP2g2350
ko00643	CP2g2350
ko00380	CP2g2350
ko00360	CP2g2350
ko00330	CP2g2350
ko00627	CP5g4605
ko00643	CP5g4605
ko00380	CP5g4605
ko00360	CP5g4605
ko00330	CP5g4605
ko00627	CP1g1494
ko00643	CP1g1494
ko00380	CP1g1494
ko00360	CP1g1494
ko00330	CP1g1494
ko00410	CP15g9954
ko00770	CP15g9954
ko00983	CP15g9954
ko00240	CP15g9954
ko00670	CP1g434
ko00630	CP1g434
ko00511	CP1g323
ko04142	CP1g323
ko00910	CP7g6994
ko00630	CP7g6994
ko00460	CP7g6994
ko04141	CP1g659
ko00240	CP1g1146
ko00983	CP1g1146
ko00770	CP1g1146
ko00410	CP1g1146
ko00240	CP5g4639
ko00230	CP4g4259
ko00480	CP2g1697
ko00480	CP2g1699
ko00480	CP10g8464
ko00480	CP2g1698
ko00230	CP7g6858
ko05340	CP7g6858
ko00240	CP1g102
ko00983	CP1g102
ko00230	CP1g82
ko00240	CP11g7826
ko00790	CP5g4713
ko02024	CP2g2073
ko00740	CP2g2073
ko00790	CP2g2073
ko00190	CP12g8792
ko00190	CP7g6776
ko00190	CP12g8794
ko05169	CP14g9624
ko00240	CP14g9624
ko00230	CP14g9624
ko05169	CP3g2766
ko00240	CP3g2766
ko00230	CP3g2766
ko00770	CP11g8179
ko00760	CP11g8179
ko00740	CP11g8179
ko00230	CP11g8179
ko00500	CP11g8179
ko00240	CP11g8179
ko00770	CP1g549
ko00760	CP1g549
ko00740	CP1g549
ko00230	CP1g549
ko00500	CP1g549
ko00240	CP1g549
ko00230	CP1g343
ko00564	CP1g343
ko00230	CP6g6043
ko00564	CP6g6043
ko00983	CP7g7092
ko00230	CP7g7092
ko00983	CP1g993
ko00240	CP1g993
ko05222	CP1g383
ko05223	CP1g383
ko00230	CP1g383
ko04214	CP3g3505
ko04721	CP10g8442
ko05100	CP10g8442
ko04072	CP10g8442
ko04144	CP10g8442
ko04961	CP10g8442
ko04721	CP11g7992
ko05100	CP11g7992
ko04072	CP11g7992
ko04144	CP11g7992
ko04961	CP11g7992
ko04721	CP6g5798
ko05100	CP6g5798
ko04072	CP6g5798
ko04144	CP6g5798
ko04961	CP6g5798
ko04721	CP13g9110
ko05100	CP13g9110
ko04072	CP13g9110
ko04144	CP13g9110
ko04961	CP13g9110
ko04721	CP13g9108
ko05100	CP13g9108
ko04072	CP13g9108
ko04144	CP13g9108
ko04961	CP13g9108
ko00190	CP4g4421
ko00190	CP14g9388
ko00190	CP2g1543
ko04964	CP2g1650
ko04973	CP2g1650
ko04918	CP2g1650
ko04925	CP2g1650
ko04919	CP2g1650
ko04974	CP2g1650
ko04022	CP2g1650
ko04911	CP2g1650
ko04976	CP2g1650
ko04978	CP2g1650
ko04024	CP2g1650
ko04261	CP2g1650
ko04961	CP2g1650
ko04960	CP2g1650
ko04971	CP2g1650
ko04972	CP2g1650
ko04260	CP2g1650
ko04970	CP2g1650
ko04964	CP6g5535
ko04973	CP6g5535
ko04918	CP6g5535
ko04925	CP6g5535
ko04919	CP6g5535
ko04974	CP6g5535
ko04022	CP6g5535
ko04911	CP6g5535
ko04976	CP6g5535
ko04978	CP6g5535
ko04024	CP6g5535
ko04261	CP6g5535
ko04961	CP6g5535
ko04960	CP6g5535
ko04971	CP6g5535
ko04972	CP6g5535
ko04260	CP6g5535
ko04970	CP6g5535
ko00350	CP5g5250
ko00643	CP5g5250
ko00010	CP8g6640
ko00010	CP8g6637
ko00010	CP8g6641
ko00010	CP7g6983
ko00630	CP6g5965
ko04152	CP1g899
ko04146	CP1g899
ko00640	CP1g899
ko00410	CP1g899
ko04152	CP1g898
ko04146	CP1g898
ko00640	CP1g898
ko00410	CP1g898
ko00430	CP3g3412
ko04940	CP3g3412
ko00410	CP3g3412
ko04727	CP3g3412
ko02024	CP3g3412
ko00650	CP3g3412
ko00250	CP3g3412
ko00330	CP2g1562
ko00480	CP2g1562
ko00330	CP6g5569
ko00480	CP6g5569
ko00330	CP13g9018
ko00300	CP3g3386
ko00300	CP3g3387
ko00340	CP3g3284
ko00350	CP11g7889
ko00380	CP11g7889
ko00901	CP11g7889
ko04726	CP11g7889
ko05031	CP11g7889
ko04728	CP11g7889
ko00950	CP11g7889
ko05030	CP11g7889
ko00360	CP11g7889
ko05034	CP11g7889
ko04361	CP11g7889
ko00965	CP11g7889
ko00720	CP6g5924
ko00710	CP6g5924
ko00680	CP6g5924
ko00620	CP6g5924
ko00720	CP4g3907
ko00710	CP4g3907
ko00680	CP4g3907
ko00620	CP4g3907
ko00770	CP8g6444
ko00860	CP5g4783
ko00860	CP14g9402
ko00860	CP1g1255
ko00400	CP5g4606
ko00400	CP6g5903
ko00620	CP15g9807
ko00010	CP15g9807
ko00710	CP15g9807
ko00020	CP15g9807
ko00620	CP10g8472
ko00010	CP10g8472
ko00710	CP10g8472
ko00020	CP10g8472
ko00620	CP3g2830
ko00010	CP3g2830
ko00710	CP3g2830
ko00020	CP3g2830
ko00564	CP1g888
ko00051	CP1g1128
ko00710	CP1g1128
ko04066	CP1g1128
ko00010	CP1g1128
ko00030	CP1g1128
ko00680	CP1g1128
ko00051	CP13g9181
ko00710	CP13g9181
ko04066	CP13g9181
ko00010	CP13g9181
ko00030	CP13g9181
ko00680	CP13g9181
ko00051	CP9g7739
ko00710	CP9g7739
ko04066	CP9g7739
ko00010	CP9g7739
ko00030	CP9g7739
ko00680	CP9g7739
ko00051	CP4g3611
ko00710	CP4g3611
ko04066	CP4g3611
ko00010	CP4g3611
ko00030	CP4g3611
ko00680	CP4g3611
ko00051	CP10g8494
ko00710	CP10g8494
ko04066	CP10g8494
ko00010	CP10g8494
ko00030	CP10g8494
ko00680	CP10g8494
ko02024	CP4g4157
ko00400	CP4g4157
ko00540	CP6g5856
ko00790	CP15g9923
ko00600	CP11g8007
ko04071	CP11g8007
ko00630	CP3g3555
ko00630	CP8g6673
ko00630	CP3g2924
ko00620	CP3g2924
ko00630	CP15g9803
ko00620	CP15g9803
ko00281	CP1g313
ko00072	CP1g313
ko00280	CP1g313
ko00650	CP1g313
ko04146	CP1g313
ko00280	CP1g511
ko00072	CP1g511
ko03320	CP1g511
ko00900	CP1g511
ko00650	CP1g511
ko00630	CP5g5149
ko00020	CP5g5149
ko00630	CP16g10109
ko00020	CP16g10109
ko00630	CP8g6223
ko00020	CP8g6223
ko00020	CP8g6523
ko00720	CP8g6523
ko00020	CP13g9081
ko00720	CP13g9081
ko00620	CP3g2605
ko00290	CP3g2605
ko00650	CP2g2303
ko00660	CP2g2303
ko00290	CP2g2303
ko00770	CP2g2303
ko00650	CP2g2567
ko00660	CP2g2567
ko00290	CP2g2567
ko00770	CP2g2567
ko00770	CP6g6002
ko00290	CP6g6002
ko00650	CP6g6002
ko00660	CP6g6002
ko00770	CP3g2661
ko00290	CP3g2661
ko00650	CP3g2661
ko00660	CP3g2661
ko00770	CP1g625
ko00290	CP1g625
ko00650	CP1g625
ko00660	CP1g625
ko00405	CP5g5056
ko00400	CP5g5056
ko02025	CP5g5056
ko02024	CP5g5056
ko02024	CP11g7926
ko00405	CP11g7926
ko00400	CP11g7926
ko02025	CP11g7926
ko00130	CP2g1913
ko00900	CP9g7624
ko00730	CP9g7624
ko00340	CP16g10080
ko00910	CP2g2403
ko00910	CP10g8579
ko00910	CP10g8243
ko00910	CP8g6498
ko00910	CP4g3717
ko00910	CP4g3716
ko00910	CP6g5616
ko00910	CP6g5615
ko00910	CP15g9947
ko00020	CP15g9965
ko04934	CP15g9965
ko05211	CP15g9965
ko00720	CP15g9965
ko00620	CP15g9965
ko05200	CP15g9965
ko00720	CP14g9383
ko00630	CP14g9383
ko00020	CP14g9383
ko00720	CP3g2641
ko00630	CP3g2641
ko00020	CP3g2641
ko00720	CP9g7254
ko00630	CP9g7254
ko00020	CP9g7254
ko00770	CP3g3245
ko00290	CP3g3245
ko00770	CP4g4461
ko00290	CP4g4461
ko03018	CP12g8974
ko04066	CP12g8974
ko00010	CP12g8974
ko00680	CP12g8974
ko03018	CP8g6541
ko04066	CP8g6541
ko00010	CP8g6541
ko00680	CP8g6541
ko00340	CP1g39
ko00260	CP12g8676
ko00400	CP12g8676
ko00260	CP1g680
ko00400	CP1g680
ko00260	CP10g8474
