ko	gene
ko00053	CP14g9420
ko00520	CP14g9420
ko00562	CP4g3714
ko04070	CP4g3714
ko00053	CP4g3714
ko00562	CP4g3893
ko04070	CP4g3893
ko00053	CP4g3893
ko04141	CP5g4569
ko04141	CP1g1015
ko04115	CP4g4374
ko05210	CP4g4387
ko04115	CP4g4387
ko05223	CP4g4387
ko05161	CP4g4387
ko05213	CP4g4387
ko05218	CP4g4387
ko05220	CP4g4387
ko05217	CP4g4387
ko05224	CP4g4387
ko05202	CP4g4387
ko05216	CP4g4387
ko05226	CP4g4387
ko05222	CP4g4387
ko05225	CP4g4387
ko05200	CP4g4387
ko03420	CP4g4387
ko05169	CP4g4387
ko05214	CP4g4387
ko05212	CP4g4387
ko04120	CP4g4387
ko04120	CP8g6493
ko04115	CP8g6493
ko04712	CP8g6493
ko04120	CP14g9341
ko04115	CP14g9341
ko04712	CP14g9341
ko05162	CP7g6962
ko04120	CP7g6962
ko04115	CP7g6962
ko04115	CP2g1640
ko04115	CP6g5684
ko04115	CP10g8274
ko04115	CP6g5822
ko00300	CP5g4819
ko00300	CP9g7314
ko00140	CP10g8320
ko00062	CP10g8320
ko01040	CP10g8320
ko00140	CP1g174
ko00062	CP1g174
ko01040	CP1g174
ko02020	CP9g7689
ko01040	CP8g6533
ko01040	CP6g5487
ko01040	CP6g5488
ko01040	CP16g10091
ko00062	CP16g10091
ko04120	CP2g2216
ko04111	CP2g2216
ko04120	CP6g5484
ko04120	CP9g7308
ko04120	CP2g2423
ko04120	CP1g865
ko04120	CP8g6664
ko04120	CP1g1222
ko04120	CP4g3996
ko05130	CP10g8622
ko05130	CP3g3179
ko05130	CP13g8995
ko05130	CP8g6243
ko05130	CP16g9980
ko05165	CP3g3499
ko04361	CP9g7742
ko04340	CP2g1978
ko05020	CP1g1196
ko05016	CP1g1196
ko05012	CP1g1196
ko05014	CP1g1196
ko05132	CP1g1196
ko05223	CP1g1196
ko05010	CP1g1196
ko04144	CP1g1196
ko05022	CP1g1196
ko04728	CP1g1196
ko05020	CP5g4687
ko05016	CP5g4687
ko05012	CP5g4687
ko05014	CP5g4687
ko05132	CP5g4687
ko05223	CP5g4687
ko05010	CP5g4687
ko04144	CP5g4687
ko05022	CP5g4687
ko04728	CP5g4687
ko05022	CP1g1469
ko05014	CP1g1469
ko05016	CP1g1469
ko05022	CP4g4508
ko05014	CP4g4508
ko05016	CP4g4508
ko05022	CP14g9460
ko05014	CP14g9460
ko05016	CP14g9460
ko05022	CP6g6084
ko05014	CP6g6084
ko05016	CP6g6084
ko05022	CP4g4507
ko05014	CP4g4507
ko05016	CP4g4507
ko05022	CP9g7567
ko05014	CP9g7567
ko05016	CP9g7567
ko05022	CP16g10120
ko05014	CP16g10120
ko05016	CP16g10120
ko05022	CP14g9461
ko05014	CP14g9461
ko05016	CP14g9461
ko05022	CP2g1552
ko05014	CP2g1552
ko05016	CP2g1552
ko05016	CP11g8065
ko05014	CP11g8065
ko05022	CP11g8065
ko05016	CP7g6793
ko05014	CP7g6793
ko05022	CP7g6793
ko05022	CP4g4263
ko05016	CP4g4263
ko05014	CP4g4263
ko05132	CP9g7743
ko04962	CP9g7743
ko05132	CP1g298
ko05132	CP7g6848
ko04341	CP8g6603
ko04340	CP8g6603
ko00071	CP8g6513
ko00592	CP8g6513
ko00071	CP5g4658
ko00592	CP5g4658
ko04142	CP1g652
ko00531	CP1g652
ko00910	CP6g5937
ko00910	CP1g85
ko00910	CP14g9664
ko00910	CP7g7009
ko00910	CP10g8540
ko00330	CP3g3525
ko03410	CP9g7518
ko03410	CP1g889
ko04120	CP5g5145
ko03420	CP5g5145
ko04120	CP13g9136
ko04120	CP13g9135
ko00562	CP1g137
ko04070	CP1g137
ko04120	CP2g2480
ko04120	CP6g5496
ko04120	CP2g2529
ko05022	CP3g3154
ko04141	CP3g3154
ko04120	CP3g3154
ko05012	CP3g3154
ko04120	CP2g1930
ko04120	CP7g6949
ko03013	CP2g2140
ko04064	CP2g2140
ko05206	CP2g2140
ko04120	CP2g2140
ko04141	CP15g9760
ko04120	CP15g9760
ko05012	CP15g9760
ko05022	CP15g9760
ko04120	CP8g6519
ko04120	CP7g6917
ko05131	CP4g4073
ko04120	CP4g4073
ko04624	CP4g4073
ko04120	CP8g6395
ko04214	CP4g3891
ko04120	CP4g3891
ko04215	CP4g3891
ko05203	CP1g735
ko04120	CP1g735
ko05165	CP1g735
ko04120	CP11g8118
ko04120	CP8g6576
ko04120	CP2g1884
ko04120	CP5g4931
ko04120	CP11g8196
ko04141	CP11g8196
ko04120	CP12g8755
ko03040	CP8g6601
ko04120	CP8g6601
ko03040	CP12g8712
ko04120	CP12g8712
ko04141	CP2g2153
ko04120	CP2g2153
ko04120	CP12g8862
ko04340	CP12g8862
ko04120	CP7g6846
ko04340	CP7g6846
ko03460	CP1g113
ko04120	CP1g113
ko03420	CP9g7628
ko04120	CP9g7628
ko05170	CP9g7628
ko03420	CP14g9422
ko05161	CP14g9422
ko05170	CP14g9422
ko04120	CP14g9422
ko05203	CP14g9422
ko03420	CP3g2706
ko05161	CP3g2706
ko05170	CP3g2706
ko04120	CP3g2706
ko05203	CP3g2706
ko04120	CP4g4275
ko04120	CP4g4327
ko04120	CP6g5637
ko04120	CP4g4326
ko04120	CP4g4133
ko04120	CP12g8904
ko04120	CP4g4237
ko04120	CP8g6518
ko04120	CP13g9281
ko04120	CP8g6447
ko04120	CP10g8653
ko04120	CP10g8278
ko04014	CP2g2296
ko04141	CP1g1387
ko03018	CP15g9934
ko03018	CP3g3269
ko04141	CP2g2265
ko04141	CP6g5625
ko04141	CP2g2266
ko04141	CP1g339
ko04141	CP9g7580
ko04141	CP2g2283
ko04141	CP1g375
ko04141	CP2g1645
ko03440	CP8g6171
ko03440	CP2g2037
ko03440	CP15g9858
ko03440	CP8g6647
ko04120	CP8g6462
ko04120	CP8g6463
ko04120	CP3g3185
ko04120	CP5g5358
ko04120	CP7g6737
ko04120	CP3g3195
ko04120	CP11g7855
ko05165	CP4g4251
ko05203	CP4g4251
ko01040	CP13g9146
ko00062	CP13g9146
ko04624	CP2g2415
ko05131	CP2g2415
ko05014	CP9g7646
ko05014	CP5g5094
ko05014	CP8g6609
ko05014	CP6g5523
ko00430	CP2g1616
ko00430	CP3g3394
ko03440	CP6g6135
ko03440	CP4g4441
ko03440	CP4g4443
ko03460	CP15g9892
ko03440	CP15g9892
ko03420	CP15g9892
ko03030	CP15g9892
ko03430	CP15g9892
ko03030	CP15g9950
ko03460	CP15g9950
ko03430	CP15g9950
ko03440	CP15g9950
ko03420	CP15g9950
ko03030	CP8g6240
ko03030	CP4g3961
ko03030	CP15g9809
ko03030	CP3g3188
ko03430	CP9g7609
ko03430	CP5g4957
ko03410	CP5g4957
ko03420	CP5g4957
ko03030	CP5g4957
ko03430	CP1g798
ko03410	CP1g798
ko03420	CP1g798
ko03030	CP1g798
ko04218	CP3g3103
ko04218	CP1g1406
ko03420	CP1g492
ko03430	CP1g492
ko03030	CP1g492
ko03430	CP14g9474
ko03030	CP14g9474
ko03420	CP14g9474
ko03430	CP14g9472
ko03030	CP14g9472
ko03420	CP14g9472
ko03430	CP15g9943
ko03030	CP15g9943
ko03420	CP15g9943
ko03420	CP1g1396
ko03030	CP1g1396
ko03430	CP1g1396
ko03420	CP11g8119
ko03030	CP11g8119
ko03430	CP11g8119
ko03410	CP6g5721
ko03410	CP16g10122
ko03410	CP7g6981
ko03410	CP5g5002
ko03410	CP10g8269
ko03410	CP5g5008
ko03410	CP3g2733
ko03410	CP4g4371
ko03450	CP6g5797
ko00061	CP2g1691
ko03410	CP3g2934
ko03410	CP11g8184
ko03410	CP4g3910
ko00983	CP16g10124
ko00230	CP16g10124
ko00480	CP16g10124
ko00240	CP16g10124
ko04115	CP9g7431
ko00240	CP9g7431
ko00230	CP9g7431
ko00983	CP9g7431
ko00480	CP9g7431
ko04115	CP2g1729
ko00240	CP2g1729
ko00230	CP2g1729
ko00983	CP2g1729
ko00480	CP2g1729
ko04115	CP6g5803
ko00240	CP6g5803
ko00230	CP6g5803
ko00983	CP6g5803
ko00480	CP6g5803
ko04115	CP6g5802
ko00240	CP6g5802
ko00230	CP6g5802
ko00983	CP6g5802
ko00480	CP6g5802
ko04115	CP6g5801
ko00240	CP6g5801
ko00230	CP6g5801
ko00983	CP6g5801
ko00480	CP6g5801
ko04115	CP7g6932
ko00240	CP7g6932
ko00230	CP7g6932
ko00983	CP7g6932
ko00480	CP7g6932
ko04115	CP2g1732
ko00240	CP2g1732
ko00230	CP2g1732
ko00983	CP2g1732
ko00480	CP2g1732
ko00970	CP3g3090
ko00450	CP3g3090
ko03420	CP4g4043
ko03420	CP4g4042
ko04141	CP3g3375
ko03420	CP3g3375
ko03420	CP1g1358
ko03420	CP1g1360
ko03420	CP15g9909
ko03022	CP15g9909
ko03022	CP7g6948
ko03420	CP7g6948
ko03022	CP4g4027
ko03420	CP4g4027
ko03022	CP4g4026
ko03420	CP4g4026
ko03022	CP2g1573
ko03420	CP2g1573
ko03420	CP11g7921
ko01524	CP11g7921
ko03420	CP10g8436
ko01524	CP10g8436
ko03460	CP1g1127
ko03420	CP1g1127
ko01524	CP16g10050
ko03460	CP16g10050
ko03420	CP16g10050
ko03430	CP6g5804
ko03460	CP6g5804
ko03450	CP10g8462
ko03440	CP10g8462
ko04218	CP10g8462
ko03450	CP3g2699
ko03440	CP3g2699
ko04218	CP3g2699
ko04218	CP1g750
ko03440	CP1g750
ko03440	CP14g9672
ko03460	CP3g2898
ko03440	CP3g2898
ko03440	CP3g2930
ko04113	CP2g1736
ko03440	CP6g5881
ko03440	CP3g2734
ko03440	CP7g6960
ko04113	CP1g548
ko04113	CP4g4330
ko04113	CP5g4567
ko04113	CP1g544
ko03440	CP13g9317
ko03440	CP15g9956
ko05022	CP7g7213
ko05017	CP7g7213
ko03440	CP7g7213
ko05012	CP7g7213
ko03050	CP7g7213
ko05010	CP7g7213
ko05169	CP7g7213
ko05020	CP7g7213
ko05014	CP7g7213
ko05016	CP7g7213
ko03440	CP7g6800
ko03460	CP7g6800
ko03450	CP5g4532
ko03450	CP2g2395
ko03450	CP4g3851
ko03460	CP1g94
ko03460	CP4g3697
ko03460	CP2g2262
ko03460	CP3g2700
ko03440	CP3g3162
ko03460	CP3g3162
ko03440	CP4g4038
ko03460	CP4g4038
ko03440	CP2g2284
ko03460	CP2g2284
ko03440	CP2g2014
ko03460	CP2g2014
ko04218	CP5g5375
ko05110	CP4g4351
ko05110	CP1g508
ko05417	CP4g4498
ko04141	CP4g4498
ko05110	CP4g4498
ko04145	CP9g7505
ko04141	CP9g7505
ko03060	CP9g7505
ko05110	CP9g7505
ko04145	CP3g3317
ko04141	CP3g3317
ko03060	CP3g3317
ko05110	CP3g3317
ko04145	CP10g8567
ko04141	CP10g8567
ko03060	CP10g8567
ko05110	CP10g8567
ko00900	CP10g8255
ko00860	CP10g8255
ko00900	CP1g217
ko00860	CP1g217
ko03460	CP5g5156
ko04218	CP14g9561
ko03040	CP4g4262
ko05322	CP4g4262
ko05322	CP1g72
ko03040	CP1g72
ko04139	CP13g9092
ko03040	CP13g9092
ko05322	CP13g9092
ko05322	CP5g4924
ko03040	CP1g408
ko03040	CP14g9583
ko03040	CP1g362
ko03040	CP9g7668
ko03040	CP9g7744
ko03040	CP2g2237
ko03040	CP6g6088
ko03040	CP9g7560
ko03008	CP3g2691
ko03008	CP3g2692
ko05166	CP4g3867
ko05165	CP4g3867
ko05200	CP4g3867
ko05226	CP4g3867
ko05225	CP4g3867
ko03008	CP9g7645
ko03008	CP14g9453
ko03008	CP9g7714
ko03460	CP3g3337
ko04150	CP3g3337
ko05022	CP1g473
ko05014	CP1g473
ko05016	CP1g473
ko05022	CP1g1342
ko05014	CP1g1342
ko05016	CP1g1342
ko04146	CP2g2008
ko00830	CP2g2008
ko04146	CP2g2412
ko00830	CP2g2412
ko04146	CP4g4049
ko00830	CP4g4049
ko00830	CP16g10069
ko00830	CP2g1859
ko00830	CP12g8876
ko00830	CP4g4202
ko00830	CP4g4243
ko00830	CP1g563
ko00830	CP4g4463
ko00830	CP4g4242
ko00830	CP3g3032
ko00830	CP15g9746
ko00561	CP4g4215
ko04975	CP4g4215
ko00830	CP4g4215
ko04146	CP6g5788
ko04146	CP13g9109
ko00940	CP15g9764
ko00480	CP15g9764
ko04613	CP3g3279
ko05322	CP3g3279
ko05034	CP3g3279
ko05203	CP3g3279
ko04613	CP12g8814
ko05322	CP12g8814
ko05034	CP12g8814
ko05203	CP12g8814
ko05322	CP3g2698
ko05202	CP3g2698
ko04613	CP3g2698
ko05131	CP3g2698
ko05034	CP3g2698
ko05322	CP2g2038
ko05203	CP2g2038
ko05034	CP2g2038
ko04613	CP2g2038
ko00061	CP1g106
ko04152	CP1g106
ko00254	CP1g106
ko00620	CP1g106
ko04910	CP1g106
ko04922	CP1g106
ko00640	CP1g106
ko05130	CP5g5127
ko05130	CP1g335
ko05130	CP3g3319
ko05130	CP2g2062
ko04613	CP2g1658
ko05034	CP2g1658
ko04714	CP2g1704
ko05225	CP2g1704
ko05022	CP5g4722
ko05016	CP5g4722
ko05415	CP5g4722
ko05020	CP5g4722
ko00190	CP5g4722
ko04714	CP5g4722
ko05012	CP5g4722
ko05014	CP5g4722
ko04723	CP5g4722
ko05010	CP5g4722
ko04932	CP5g4722
ko05020	CP3g2890
ko04723	CP3g2890
ko04932	CP3g2890
ko05014	CP3g2890
ko05010	CP3g2890
ko05012	CP3g2890
ko00190	CP3g2890
ko05016	CP3g2890
ko05022	CP3g2890
ko04714	CP3g2890
ko05415	CP3g2890
ko05203	CP6g5639
ko04613	CP6g5639
ko05034	CP6g5639
ko05014	CP5g4809
ko05203	CP5g4809
ko05034	CP5g4809
ko04613	CP5g4809
ko05014	CP5g4797
ko05203	CP5g4797
ko05034	CP5g4797
ko04613	CP5g4797
ko05014	CP5g4798
ko05203	CP5g4798
ko05034	CP5g4798
ko04613	CP5g4798
ko05014	CP10g8258
ko05203	CP10g8258
ko05034	CP10g8258
ko04613	CP10g8258
ko05014	CP6g6013
ko05203	CP6g6013
ko05034	CP6g6013
ko04613	CP6g6013
ko05014	CP4g3618
ko05203	CP4g3618
ko05034	CP4g3618
ko04613	CP4g3618
ko00760	CP1g405
ko00760	CP2g1696
ko00760	CP1g526
ko05230	CP10g8613
ko00760	CP10g8613
ko04714	CP10g8613
ko04613	CP2g1749
ko05203	CP2g1749
ko05034	CP2g1749
ko04613	CP2g1933
ko05203	CP2g1933
ko05034	CP2g1933
ko04211	CP4g4173
ko00310	CP4g4173
ko04211	CP2g2445
ko00310	CP2g2445
ko00310	CP2g2393
ko00310	CP4g4357
ko00310	CP3g2649
ko00310	CP5g4582
ko00310	CP10g8565
ko00310	CP11g7800
ko00310	CP4g4231
ko00310	CP3g3157
ko00310	CP15g9720
ko00310	CP5g5065
ko00310	CP11g7962
ko05206	CP11g7962
ko00310	CP5g4613
ko05206	CP5g4613
ko00310	CP5g4614
ko05206	CP5g4614
ko00310	CP1g437
ko04922	CP10g8562
ko04068	CP10g8562
ko04922	CP9g7639
ko04068	CP9g7639
ko04714	CP1g648
ko04714	CP8g6487
ko04714	CP10g8291
ko04714	CP1g952
ko00630	CP10g8440
ko04146	CP10g8440
ko00630	CP5g4743
ko04146	CP5g4743
ko05022	CP3g3146
ko05014	CP3g3146
ko05022	CP6g5726
ko05014	CP6g5726
ko04071	CP6g5663
ko04152	CP6g5663
ko04261	CP6g5663
ko05165	CP6g5663
ko03015	CP6g5663
ko04728	CP6g5663
ko04151	CP6g5663
ko04071	CP9g7676
ko04152	CP9g7676
ko04261	CP9g7676
ko05165	CP9g7676
ko03015	CP9g7676
ko04728	CP9g7676
ko04151	CP9g7676
ko04261	CP3g3575
ko04151	CP3g3575
ko04071	CP3g3575
ko04114	CP3g3575
ko04152	CP3g3575
ko05165	CP3g3575
ko04728	CP3g3575
ko03015	CP3g3575
ko04113	CP3g3575
ko05206	CP5g4894
ko05206	CP8g6272
ko05206	CP3g3287
ko05206	CP9g7391
ko05206	CP3g3288
ko04361	CP1g1357
ko05161	CP10g8267
ko04622	CP10g8267
ko05203	CP10g8267
ko05161	CP6g6149
ko04622	CP6g6149
ko05203	CP6g6149
ko05161	CP6g6093
ko04622	CP6g6093
ko05203	CP6g6093
ko03018	CP9g7357
ko05165	CP6g5718
ko05203	CP6g5718
ko05165	CP6g5719
ko05203	CP6g5719
ko05169	CP14g9427
ko04919	CP14g9427
ko05016	CP14g9427
ko05202	CP14g9427
ko04139	CP14g9427
ko04714	CP3g2935
ko05225	CP3g2935
ko05225	CP11g8131
ko04714	CP11g8131
ko05225	CP1g1277
ko04714	CP1g1277
ko04714	CP5g5350
ko05225	CP5g5350
ko00450	CP8g6254
ko00450	CP8g6414
ko04141	CP9g7262
ko00740	CP1g169
ko02024	CP1g169
ko00740	CP1g1336
ko02024	CP1g1336
ko00340	CP9g7258
ko00340	CP8g6167
ko05225	CP3g3259
ko00900	CP1g1483
ko00900	CP3g2779
ko00230	CP4g4072
ko00380	CP10g8587
ko04721	CP3g3133
ko05016	CP3g3133
ko04144	CP3g3133
ko04961	CP3g3133
ko04721	CP3g3134
ko05016	CP3g3134
ko04144	CP3g3134
ko04961	CP3g3134
ko04144	CP6g5530
ko04721	CP6g5530
ko05016	CP6g5530
ko04961	CP6g5530
ko04721	CP11g8012
ko04961	CP11g8012
ko05016	CP11g8012
ko04144	CP11g8012
ko05203	CP2g2102
ko05169	CP2g2102
ko04068	CP2g2102
ko05203	CP2g2497
ko05169	CP2g2497
ko04068	CP2g2497
ko05203	CP4g3808
ko05169	CP4g3808
ko04068	CP4g3808
ko05203	CP1g1080
ko05169	CP1g1080
ko04068	CP1g1080
ko05203	CP6g5623
ko05169	CP6g5623
ko04068	CP6g5623
ko04137	CP3g3446
ko04144	CP3g3446
ko04934	CP3g3446
ko04139	CP1g961
ko04137	CP11g8002
ko05017	CP1g263
ko05022	CP1g263
ko04141	CP1g263
ko04144	CP14g9452
ko03008	CP6g5787
ko03040	CP3g2602
ko03040	CP5g4918
ko04122	CP2g2185
ko04260	CP3g3522
ko04712	CP1g584
ko04712	CP11g8234
ko04712	CP6g5440
ko04712	CP4g3664
ko04712	CP12g8917
ko04712	CP3g3135
ko04712	CP1g1440
ko04712	CP3g2705
ko04712	CP1g771
ko03013	CP4g3673
ko05418	CP4g3673
ko04144	CP3g2876
ko04144	CP1g1225
ko04144	CP4g4189
ko04144	CP6g5899
ko04144	CP1g236
ko04144	CP10g8334
ko04217	CP10g8505
ko04144	CP10g8505
ko04217	CP1g373
ko04144	CP1g373
ko04217	CP5g5214
ko04144	CP5g5214
ko04144	CP1g1304
ko04217	CP1g1304
ko04217	CP9g7691
ko04144	CP9g7691
ko04144	CP1g1140
ko04217	CP1g1140
ko04144	CP2g2094
ko04217	CP2g2094
ko04217	CP3g2584
ko04144	CP3g2584
ko04144	CP13g9122
ko04217	CP13g9122
ko04144	CP3g2616
ko04144	CP5g4630
ko04144	CP1g1262
ko04144	CP2g2555
ko04144	CP2g2558
ko00260	CP1g1382
ko00260	CP1g1274
ko00330	CP3g3526
ko00410	CP4g3798
ko00330	CP4g3798
ko04146	CP5g4590
ko03060	CP5g4621
ko03060	CP1g78
ko04141	CP1g78
ko04142	CP15g9843
ko04142	CP8g6552
ko04142	CP6g6042
ko00604	CP7g7084
ko00052	CP7g7084
ko04142	CP7g7084
ko00600	CP7g7084
ko00511	CP7g7084
ko00531	CP7g7084
ko00604	CP7g7085
ko00052	CP7g7085
ko04142	CP7g7085
ko00600	CP7g7085
ko00511	CP7g7085
ko00531	CP7g7085
ko00140	CP3g2888
ko00510	CP4g4165
ko00140	CP4g4165
ko04071	CP2g1907
ko00600	CP2g1907
ko00600	CP1g1431
ko00603	CP1g1347
ko00511	CP1g1347
ko00513	CP1g1347
ko04142	CP1g1347
ko00604	CP1g1347
ko00520	CP1g1347
ko00531	CP1g1347
ko00600	CP14g9616
ko04142	CP14g9616
ko04142	CP15g9955
ko04979	CP15g9955
ko04142	CP14g9635
ko04142	CP2g2329
ko04142	CP16g10082
ko05170	CP16g10082
ko04142	CP9g7708
ko05170	CP9g7708
ko04142	CP13g9116
ko05170	CP13g9116
ko04142	CP21g10209
ko05170	CP21g10209
ko04142	CP14g9531
ko05170	CP14g9531
ko04142	CP1g1224
ko04142	CP3g3045
ko04142	CP14g9364
ko00520	CP13g9191
ko00520	CP11g7979
ko00052	CP11g7979
ko00040	CP11g7979
ko00053	CP11g7979
ko00520	CP7g7080
ko00520	CP1g776
ko00520	CP5g4549
ko00523	CP15g9775
ko00520	CP15g9775
ko04144	CP12g8810
ko04144	CP11g7840
ko04144	CP11g7985
ko04144	CP5g4959
ko04144	CP2g1600
ko04138	CP2g1600
ko04144	CP2g1601
ko04138	CP2g1601
ko04144	CP1g139
ko04144	CP5g5227
ko04144	CP14g9600
ko04144	CP11g8171
ko04144	CP11g8169
ko04144	CP11g8170
ko04144	CP13g9262
ko00130	CP2g1694
ko00130	CP14g9418
ko00261	CP2g2347
ko00300	CP2g2347
ko00260	CP2g2347
ko00270	CP2g2347
ko00261	CP2g2211
ko00300	CP2g2211
ko00260	CP2g2211
ko00270	CP2g2211
ko03018	CP1g215
ko03018	CP1g396
ko03018	CP8g6228
ko03018	CP1g345
ko03018	CP6g5930
ko03018	CP8g6490
ko03018	CP5g4529
ko03018	CP7g7026
ko03018	CP15g9818
ko03018	CP3g2891
ko03018	CP5g5075
ko03018	CP15g9820
ko03018	CP5g5076
ko03018	CP15g9819
ko03018	CP1g995
ko03018	CP6g5467
ko03018	CP6g5874
ko03018	CP5g4994
ko03018	CP3g3544
ko03018	CP2g2324
ko03018	CP2g2311
ko03018	CP9g7657
ko03018	CP2g2125
ko03018	CP13g9279
ko03018	CP1g611
ko03018	CP13g9011
ko03018	CP2g2086
ko03018	CP5g4973
ko03018	CP12g8956
ko03018	CP1g30
ko03018	CP14g9500
ko03018	CP11g7858
ko03018	CP14g9354
ko03018	CP9g7396
ko03018	CP6g5514
ko03018	CP9g7481
ko03018	CP5g5062
ko03018	CP5g5315
ko03018	CP1g538
ko03018	CP3g3235
ko03018	CP15g9901
ko03018	CP1g894
ko03008	CP1g894
ko03018	CP1g893
ko03008	CP1g893
ko03018	CP5g5231
ko03008	CP5g5231
ko03018	CP1g1314
ko03008	CP1g1314
ko03018	CP8g6408
ko03008	CP8g6408
ko03018	CP1g1313
ko03008	CP1g1313
ko03018	CP8g6407
ko03008	CP8g6407
ko03018	CP5g5393
ko03040	CP14g9578
ko03018	CP14g9578
ko03018	CP6g5752
ko03040	CP6g5752
ko03040	CP2g1794
ko03018	CP2g1794
ko03040	CP6g5706
ko03018	CP6g5706
ko03040	CP4g3592
ko03018	CP4g3592
ko03040	CP11g7845
ko03018	CP11g7845
ko04622	CP5g4623
ko04622	CP10g8402
ko04622	CP2g2346
ko00330	CP8g6403
ko03040	CP1g141
ko03040	CP10g8610
ko04146	CP8g6582
ko00513	CP19g10176
ko04141	CP19g10176
ko00510	CP19g10176
ko00513	CP1g852
ko04141	CP1g852
ko00510	CP1g852
ko04141	CP5g4921
ko00513	CP5g4921
ko00510	CP5g4921
ko00513	CP4g3882
ko04141	CP4g3882
ko00510	CP4g3882
ko04141	CP5g5343
ko00513	CP5g5343
ko00510	CP5g5343
ko04141	CP8g6488
ko00513	CP8g6488
ko00510	CP8g6488
ko00513	CP4g4267
ko04141	CP4g4267
ko00510	CP4g4267
ko03040	CP6g6055
ko05014	CP8g6428
ko03040	CP8g6428
ko04626	CP1g734
ko04621	CP1g734
ko04626	CP6g5577
ko04621	CP6g5577
ko03040	CP1g120
ko03040	CP6g5457
ko03040	CP1g121
ko03040	CP7g7190
ko03015	CP7g7190
ko03013	CP7g7190
ko03040	CP7g7193
ko03015	CP7g7193
ko03013	CP7g7193
ko03040	CP7g7192
ko03015	CP7g7192
ko03013	CP7g7192
ko03040	CP18g10160
ko03040	CP18g10159
ko03040	CP17g10147
ko03040	CP13g9292
ko03040	CP9g7394
ko03040	CP5g4528
ko03040	CP10g8419
ko03040	CP5g4865
ko03040	CP1g9
ko03040	CP5g4896
ko03040	CP4g3923
ko03040	CP6g5979
ko03040	CP2g2036
ko03040	CP3g2771
ko03040	CP1g117
ko03040	CP5g5068
ko03040	CP5g5069
ko03040	CP4g3994
ko05202	CP1g775
ko05205	CP1g775
ko03040	CP1g775
ko05202	CP8g6160
ko05205	CP8g6160
ko03040	CP8g6160
ko04212	CP14g9592
ko03040	CP14g9592
ko03040	CP1g1198
ko03040	CP4g3861
ko03040	CP4g3841
ko03040	CP2g2515
ko03040	CP12g8802
ko03040	CP11g7898
ko03040	CP5g5246
ko03040	CP8g6399
ko03040	CP4g4112
ko03040	CP4g3659
ko03040	CP3g3145
ko03040	CP3g2600
ko03040	CP13g9127
ko03040	CP2g1577
ko05131	CP2g1577
ko03040	CP11g7842
ko03040	CP8g6442
ko03040	CP5g4917
ko03040	CP14g9410
ko03040	CP8g6339
ko03040	CP9g7401
ko03040	CP7g7043
ko03040	CP5g4982
ko03040	CP9g7675
ko03040	CP5g4615
ko03040	CP13g9162
ko03040	CP8g6460
ko03040	CP8g6456
ko03040	CP6g5529
ko03040	CP8g6336
ko03040	CP1g296
ko03040	CP4g4197
ko03040	CP12g8826
ko03040	CP9g7322
ko03040	CP4g3801
ko03040	CP3g2662
ko03040	CP4g3605
ko03040	CP1g305
ko03040	CP6g5472
ko03040	CP15g9905
ko03040	CP4g3779
ko03040	CP1g988
ko03040	CP3g3493
ko03040	CP3g2624
ko03040	CP12g8815
ko03040	CP3g2872
ko03040	CP4g3681
ko03040	CP1g1069
ko03040	CP16g9987
ko03040	CP6g5587
ko03040	CP7g7093
ko03040	CP5g4624
ko03040	CP1g732
ko03040	CP8g6467
ko03040	CP3g2910
ko03040	CP8g6449
ko03040	CP5g5131
ko03040	CP1g987
ko03040	CP4g3806
ko03040	CP1g389
ko03040	CP1g391
ko03040	CP6g5769
ko03040	CP23g10219
ko03040	CP1g1459
ko03040	CP16g10065
ko03013	CP3g2884
ko03015	CP3g2884
ko03040	CP3g2884
ko03013	CP12g8847
ko03040	CP12g8847
ko03015	CP12g8847
ko03040	CP3g2663
ko03013	CP3g2663
ko03015	CP3g2663
ko03040	CP6g5675
ko03013	CP6g5675
ko03040	CP2g1565
ko03013	CP2g1565
ko03013	CP4g4204
ko03040	CP4g4204
ko03040	CP2g2366
ko05168	CP2g2366
ko05014	CP2g2366
ko03013	CP2g2366
ko03015	CP2g2366
ko03013	CP10g8617
ko03015	CP10g8617
ko05014	CP10g8617
ko03040	CP10g8617
ko03040	CP4g4127
ko03013	CP4g4127
ko03015	CP4g4127
ko03040	CP11g7915
ko04657	CP4g4462
ko05168	CP4g4462
ko03040	CP4g4462
ko05168	CP4g4398
ko03040	CP4g4398
ko05014	CP13g9236
ko03040	CP13g9236
ko05168	CP13g9236
ko05168	CP6g5981
ko03040	CP6g5981
ko05014	CP14g9549
ko05168	CP14g9549
ko03040	CP14g9549
ko03040	CP7g6750
ko03040	CP4g4269
ko03040	CP7g6909
ko03060	CP13g9083
ko03060	CP4g3903
ko04070	CP9g7260
ko03013	CP3g3507
ko03040	CP3g3507
ko03015	CP3g3507
ko00380	CP3g3383
ko00940	CP3g3383
ko00860	CP2g1839
ko03015	CP1g683
ko03013	CP1g683
ko05202	CP1g683
ko05022	CP1g683
ko05014	CP1g683
ko03040	CP1g683
ko05202	CP7g6692
ko05211	CP7g6692
ko04212	CP14g9534
ko03013	CP4g3860
ko03015	CP4g3860
ko03018	CP4g4293
ko03013	CP4g4293
ko03015	CP4g4293
ko03018	CP3g3325
ko03013	CP3g3325
ko03015	CP3g3325
ko03018	CP4g4154
